URL,Nombre,Características,Descripción,Imagen,Precios
https://pc-builds.com/es/parts/power-supply/c3WA0g/evga-supernova-1000-p3-1000w,EVGA SuperNOVA 1000 P3  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,000 W', 'Longitud': '180 mm', 'Modular': 'Full'}","The EVGA SuperNOVA 1000 P3 is designed in an ATX form factor, making it compatible with a wide range of cases. It delivers a substantial wattage of 1,000 W, ensuring sufficient power for high-end components. The efficiency rating of 80+ Platinum indicates that it operates at a high level of efficiency, minimizing wasted energy and reducing heat output.",https://m.media-amazon.com/images/I/41Ba5NVGdXL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '373.77 £.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '246.06 $.'}}"
https://pc-builds.com/es/parts/power-supply/PTBi5e/thermaltake-toughpower-gf1-argb-850w,Thermaltake Toughpower GF1 ARGB  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '160 mm', 'Modular': 'Full'}","The Thermaltake Toughpower GF1 ARGB 850W power supply is an ATX form factor unit with an efficiency rating of 80+ Gold, ensuring high performance and energy efficiency. It delivers a total wattage of 850 W, making it suitable for high-demand systems. The unit has a length of 160 mm, which is standard for ATX power supplies, allowing for compatibility with a wide range of PC cases.",https://m.media-amazon.com/images/I/41K21mXZdTL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '278.39 $.'}}"
https://pc-builds.com/es/parts/power-supply/g9yHph/cougar-polar-x2-1050w,Cougar POLAR X2  1050W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,050 W', 'Longitud': '180 mm', 'Modular': 'Full'}","The Cougar POLAR X2 1050W power supply boasts an ATX form factor, ensuring compatibility with a wide range of cases. With an efficiency rating of 80+ Platinum, it provides optimal energy usage and minimal heat generation, highlighting its high-performance capabilities. Its wattage of 1,050 W caters well to demanding systems, while its compact length of 180 mm facilitates easy installation in various setups.",https://m.media-amazon.com/images/I/51VxfN+c+rL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '199.00 €.'}}"
https://pc-builds.com/es/parts/power-supply/njDQPG/yeyian-raiden-rgb-850w,YEYIAN Raiden RGB  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '160 mm', 'Modular': 'No'}","The YEYIAN Raiden RGB 850W power supply features an ATX form factor and delivers a robust wattage of 850W, ensuring adequate power for high-performance gaming rigs and workstations. It is rated with an 80+ Gold efficiency, which indicates it converts a significant portion of electrical power into usable power with minimal waste, providing cost savings on energy bills and reduced heat output.",https://m.media-amazon.com/images/I/41I5jw19ucL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '79.99 €.'}}"
https://pc-builds.com/es/parts/power-supply/JjpDkL/be-quiet-power-zone-2-850w,be quiet! Power Zone 2  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '850 W', 'Longitud': '160 mm', 'Modular': 'Full'}","The be quiet! Power Zone 2 850W power supply unit operates on an ATX form factor, allowing it to fit seamlessly into standard PC cases. It boasts an impressive efficiency rating of 80+ Platinum, indicating it retains high efficiency levels even under heavy loads. With a wattage of 850 W, it is capable of supporting high-performance components, making it suitable for gaming rigs and workstations. Its dimensions are compact at 160 mm in length, allowing for flexible installation options.",https://m.media-amazon.com/images/I/41h8fOI03EL._SL500_.jpg,"{'Nuevos': {'Cantidad': 7, 'Precio': '169.90 $.'}}"
https://pc-builds.com/es/parts/power-supply/pG6qGA/thermaltake-toughpower-gx2-600w,Thermaltake Toughpower GX2  600W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '600 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Thermaltake Toughpower GX2 600W power supply unit adheres to the standard ATX form factor and boasts an efficiency rating of 80+ Gold, indicating superior energy efficiency and lower operational costs. With a power output of 600W, it is suitable for a wide range of mid-range to high-end systems. Its physical dimensions are compact, measuring 140 mm in length, which allows for easier integration into various cases.",https://m.media-amazon.com/images/I/51bymFrUlZL._SL500_.jpg,"{'Nuevos': {'Cantidad': 5, 'Precio': '102.99 $.'}, 'Utilizados': {'Cantidad': 4, 'Precio': '60.73 $.'}}"
https://pc-builds.com/es/parts/power-supply/4GK2W1/seasonic-prime-px-1000w,SeaSonic PRIME PX  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,000 W', 'Longitud': '170 mm', 'Modular': 'Full'}","The SeaSonic PRIME PX 1000W power supply features an ATX form factor, suitable for a wide range of computer cases. With a high efficiency rating of 80+ Platinum, it provides optimal power utilization, reducing energy waste and lowering electricity costs. Measuring 170 mm in length, it fits comfortably in most setups, while its full modular design allows for flexible cable management and easy installation.",https://images.pc-builds.com/images/components/84cc26dddb74062115c247b146f610c3/c4138e60e9a2fd589bc3192943db56a7/db4a3516a670071f2fa6fcab81c01996.png,N/A
https://pc-builds.com/es/parts/power-supply/9784ol/seasonic-focus-gx-750w,SeaSonic FOCUS GX  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '750 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The SeaSonic FOCUS GX 750W power supply is designed with an ATX form factor, making it compatible with a wide range of cases and builds. It boasts an efficiency rating of 80+ Gold, which indicates high energy efficiency, translating to lower electricity costs and reduced heat generation. The unit measures 140 mm in length, ensuring a compact fit that can easily accommodate various setups.",https://m.media-amazon.com/images/I/41OehkSOKRL._SL500_.jpg,"{'Nuevos': {'Cantidad': 3, 'Precio': '175.20 €.'}}"
https://pc-builds.com/es/parts/power-supply/vHhn5e/evga-500-gd-500w,EVGA 500 GD  500W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '500 W', 'Longitud': '140 mm', 'Modular': 'No'}","The EVGA 500 GD is an ATX form factor power supply that delivers a maximum wattage of 500W. It is designed to provide reliable power with an efficiency rating of 80+ Gold, which indicates that it operates with minimal energy waste, helping to reduce electricity costs. Its compact 140 mm length allows for flexible positioning within various computer cases.",https://m.media-amazon.com/images/I/51kGu2S+7aL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '77.88 €.'}}"
https://pc-builds.com/es/parts/power-supply/xfvZNz/evga-supernova-850-t2-850w,EVGA SuperNOVA 850 T2  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Titanium', 'Potencia': '850 W', 'Longitud': '180 mm', 'Modular': 'Full'}","The EVGA SuperNOVA 850 T2 is an ATX form factor power supply unit with a capacity of 850 watts, making it suitable for high-performance builds. It boasts an impressive 80+ Titanium efficiency rating, ensuring optimal power usage and minimizing energy waste. With a length of 180 mm, it fits most standard PC cases while providing reliable and consistent power delivery.",https://m.media-amazon.com/images/I/5186xxliQLL._SL500_.jpg,"{'Utilizados': {'Cantidad': 1, 'Precio': '219.99 $.'}}"
https://pc-builds.com/es/parts/power-supply/FfFn5e/be-quiet-pure-power-12-m-1200w,be quiet! Pure Power 12 M  1200W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,200 W', 'Longitud': '160 mm', 'Modular': 'Full'}","The be quiet! Pure Power 12 M 1200W power supply unit features an ATX form factor, making it compatible with a wide range of computer cases. Its efficiency rating of 80+ Gold ensures that it delivers high performance while using less power, which can lead to reduced electricity costs and cooler operation. With a wattage of 1,200 W, it provides ample power for high-demand setups, including gaming and workstation PCs.",https://m.media-amazon.com/images/I/41RiCzQFgYL._SL500_.jpg,"{'Nuevos': {'Cantidad': 17, 'Precio': '211.15 €.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '224.25 €.'}}"
https://pc-builds.com/es/parts/power-supply/bwcRJ6/seasonic-prime-650w,SeaSonic PRIME  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The SeaSonic PRIME 650W power supply conforms to the ATX form factor, making it compatible with a wide range of cases. It boasts an impressive efficiency rating of 80+ Gold, ensuring reduced energy consumption and heat generation, contributing to the overall stability and lifespan of high-performance systems. With a compact length of 140 mm, it fits conveniently into various builds, promoting easier cable management and airflow.",https://m.media-amazon.com/images/I/41m7EpRWSQL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '214.29 £.'}}"
https://pc-builds.com/es/parts/power-supply/fVnGjK/antec-vp-700w,Antec VP  700W,"{'Factor de forma': 'ATX', 'Potencia': '700 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Antec VP 700W power supply has an ATX form factor, making it compatible with standard computer cases. With a output capability of 700W, it offers ample power for a variety of components, supporting users who require reliable performance. Its length of 140 mm allows for installation in most setups without spatial constraints.",https://m.media-amazon.com/images/I/411hhDejJdL._SL500_.jpg,"{'Nuevos': {'Cantidad': 4, 'Precio': '68.00 £.'}}"
https://pc-builds.com/es/parts/power-supply/M8yVjK/silverstone-tx300-300w,Silverstone TX300  300W,"{'Factor de forma': 'TFX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '300 W', 'Longitud': '175 mm', 'Modular': 'No'}","The Silverstone TX300 is a 300W power supply unit characterized by its TFX form factor, which is compact and suitable for a variety of builds. Its efficiency rating of 80+ Bronze indicates a moderate efficiency level, translating to less energy waste and lower utility costs. With a length of 175 mm, the unit fits well in smaller cases where space is a constraint, though it does not offer modularity, limiting customization of cable management.",https://m.media-amazon.com/images/I/41yDIY1rf7L._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '76.12 €.'}}"
https://pc-builds.com/es/parts/power-supply/hyRhdT/evga-700-bq-700w,EVGA 700 BQ  700W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '700 W', 'Longitud': '140 mm', 'Modular': 'Semi'}","The EVGA 700 BQ 700W power supply features an ATX form factor, making it compatible with most standard computer cases. With an 80+ Bronze efficiency rating, it ensures moderate energy efficiency, which can lead to reduced electricity costs and less heat generation compared to less efficient models. The power supply's dimensions are compact at 140 mm in length, allowing for easier installation in various setups.",https://m.media-amazon.com/images/I/51wohVCt92L._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '109.99 $.'}}"
https://pc-builds.com/es/parts/power-supply/RXCFvf/apevia-prestige-1000w,Apevia Prestige  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,000 W', 'Longitud': '160 mm', 'Modular': 'No'}","The Apevia Prestige 1000W power supply features a standard ATX form factor, making it compatible with most computer cases. It offers a robust wattage of 1,000 W, which is suitable for high-performance systems that require substantial power, such as those used for gaming or intensive computational tasks. The efficiency rating of 80+ Gold indicates that it operates at a high efficiency level, reducing wasted energy and potentially lowering electricity bills.",https://m.media-amazon.com/images/I/41jtHzK8xeL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '274.34 €.'}}"
https://pc-builds.com/es/parts/power-supply/fCmNDY/be-quiet-dark-power-13-750w,be quiet! Dark Power 13  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Titanium', 'Potencia': '750 W', 'Longitud': '175 mm', 'Modular': 'Full'}","The be quiet! Dark Power 13 750W is an ATX form factor power supply renowned for its high efficiency, achieving an 80+ Titanium rating. This implies it operates with superior power conversion rates, reducing energy waste and contributing to lower electricity bills. The power supply offers a total wattage of 750 W, making it suitable for high-performance builds requiring stable and reliable power.",https://m.media-amazon.com/images/I/31JsLsEAf+L._SL500_.jpg,"{'Nuevos': {'Cantidad': 3, 'Precio': '249.90 $.'}}"
https://pc-builds.com/es/parts/power-supply/QKNyFo/evga-650-n1-650w,EVGA 650 N1  650W,"{'Factor de forma': 'ATX', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'No'}","The EVGA 650 N1 power supply has an ATX form factor, making it compatible with a wide range of computer cases. With a wattage output of 650 watts, it provides sufficient power for mid-range systems. Its length of 140 mm allows it to fit comfortably in standard cases, while its non-modular design means all cables are permanently attached, which can lead to a cluttered interior but simplifies installation.",https://m.media-amazon.com/images/I/419F0ccy26L._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '165.89 $.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '91.63 $.'}}"
https://pc-builds.com/es/parts/power-supply/3DLwHP/cougar-gex-750w,Cougar GEX  750W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '750 W', 'Longitud': '160 mm', 'Modular': 'Full'}","The Cougar GEX 750W is an ATX form factor power supply that offers a robust output of 750 watts while achieving an 80+ Gold efficiency rating. This high efficiency ensures optimal energy usage and minimal heat generation, making it suitable for high-performance systems. The length of 160 mm allows for compatibility with a range of PC cases, ensuring it fits comfortably in most builds.",https://m.media-amazon.com/images/I/51B-WJNG35L._SL500_.jpg,"{'Nuevos': {'Cantidad': 3, 'Precio': '84.90 €.'}}"
https://pc-builds.com/es/parts/power-supply/2LTn5e/coolmax-cuq-1350b-1350w,CoolMax CUQ-1350B  1350W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+', 'Potencia': '1,350 W', 'Longitud': '218 mm', 'Modular': 'No'}","The CoolMax CUQ-1350B is an ATX power supply boasting a high wattage of 1,350 W, making it suitable for high-performance systems. Its 80+ efficiency rating indicates a decent level of power efficiency, which can contribute to lower energy costs over time. The physical dimensions of 218 mm allow for compatibility with a range of cases, though it does not offer modular cabling, which may affect cable management options for some users.",https://m.media-amazon.com/images/I/21cduEmT02L._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '243.99 $.'}}"
https://pc-builds.com/es/parts/power-supply/Yk44ol/thermaltake-smart-bx1-650-650w,Thermaltake Smart BX1 650  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'No'}","The Thermaltake Smart BX1 650 is an ATX form factor power supply unit featuring a wattage of 650W and an efficiency rating of 80+ Bronze. At 140mm in length, it is designed to fit in typical PC cases, while its non-modular design may limit cable management options. The PSU does not support fanless operation, indicating that it includes a cooling fan that operates during use.",https://m.media-amazon.com/images/I/51+DLSa6+VL._SL500_.jpg,"{'Nuevos': {'Cantidad': 5, 'Precio': '109.78 $.'}, 'Utilizados': {'Cantidad': 2, 'Precio': '54.14 $.'}}"
https://pc-builds.com/es/parts/power-supply/rBs9a4/silverstone-sx500-g-500w,Silverstone SX500-G  500W,"{'Factor de forma': 'SFX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '500 W', 'Longitud': '100 mm', 'Modular': 'Full'}","The Silverstone SX500-G is a high-performance SFX form factor power supply with a maximum output of 500 watts, designed to fit compact systems. Its 80+ Gold efficiency rating indicates that it operates at a high level of energy efficiency, which is beneficial for reducing energy costs and heat output. Measuring 100 mm in length, it is specifically tailored for smaller cases, making it a versatile choice for mini-PC builders.",https://m.media-amazon.com/images/I/51dKcEY7VfL._SL500_.jpg,"{'Nuevos': {'Cantidad': 6, 'Precio': '135.08 €.'}}"
https://pc-builds.com/es/parts/power-supply/V6vRJ6/evga-supernova-1200-p2-1200w,EVGA SuperNOVA 1200 P2  1200W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,200 W', 'Longitud': '200 mm', 'Modular': 'Full'}","The EVGA SuperNOVA 1200 P2 is designed in an ATX form factor, allowing compatibility with most standard cases. With a robust wattage output of 1,200 watts, it offers sufficient power for high-performance systems, including those with multiple GPUs. Its efficiency rating of 80+ Platinum indicates superior energy efficiency, meaning it effectively uses power while generating less heat, ultimately leading to lower electricity bills.",https://m.media-amazon.com/images/I/51mkMi0bYzL._SL500_.jpg,"{'Utilizados': {'Cantidad': 2, 'Precio': '369.99 $.'}}"
https://pc-builds.com/es/parts/power-supply/LYP9a4/asrock-steel-legend-sl-650g-650w,ASRock Steel Legend SL-650G  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '650 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The ASRock Steel Legend SL-650G is a 650W ATX power supply known for its robust specifications. With an efficiency rating of 80+ Gold, it offers superior energy efficiency, allowing users to reduce power consumption and heat generation. Measuring 150 mm in length, it fits within standard ATX cases. The unit is fully modular, providing flexibility for cable management and optimizing airflow within the chassis.",https://m.media-amazon.com/images/I/41CGv-VecKL._SL500_.jpg,"{'Nuevos': {'Cantidad': 12, 'Precio': '87.14 $.'}}"
https://pc-builds.com/es/parts/power-supply/vwLFvf/super-flower-leadex-v-platinum-pro-1000w,Super Flower Leadex V Platinum Pro  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,000 W', 'Longitud': '130 mm', 'Modular': 'Full'}","The Super Flower Leadex V Platinum Pro 1000W power supply conforms to the ATX form factor, making it compatible with a wide range of PC cases. Boasting an impressive efficiency rating of 80+ Platinum, it ensures that energy consumption is minimized while maintaining optimal performance. With a compact length of 130 mm, this power supply fits comfortably in most setups, aiding in both airflow and space management.",https://m.media-amazon.com/images/I/51clIagW4WL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '139.99 $.'}, 'Utilizados': {'Cantidad': 1, 'Precio': '136.44 $.'}}"
https://pc-builds.com/es/parts/power-supply/vQjGjK/silverstone-sx600-g-600w,Silverstone SX600-G  600W,"{'Factor de forma': 'SFX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '600 W', 'Longitud': '100 mm', 'Modular': 'Full'}","The Silverstone SX600-G is a compact SFX power supply unit designed for high-efficiency systems, boasting an efficiency rating of 80+ Gold which ensures optimal energy use and lower electricity costs. With a power output of 600 W, it provides adequate wattage for most mid-range computer builds while maintaining a length of only 100 mm, making it ideal for space-constrained PC cases.",https://m.media-amazon.com/images/I/41ud-opwueL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '349.90 $.'}}"
https://pc-builds.com/es/parts/power-supply/zdnXJ6/nox-urano-vx-650w,NOX URANO VX  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '650 W', 'Longitud': '140 mm', 'Modular': 'No'}","The NOX URANO VX 650W power supply unit adheres to the ATX form factor, making it compatible with a wide range of computer cases. It offers a power output of 650 watts, which is sufficient for mid-range to high-end builds. The efficiency rating of 80+ Bronze indicates that it operates with enhanced power efficiency, reducing electricity consumption during use.",https://m.media-amazon.com/images/I/412DPODfDPL._SL500_.jpg,"{'Nuevos': {'Cantidad': 32, 'Precio': '47.90 €.'}, 'Utilizados': {'Cantidad': 5, 'Precio': '45.03 €.'}}"
https://pc-builds.com/es/parts/power-supply/GYGksn/rosewill-rbr1000-m-1000w,Rosewill RBR1000-M  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '1,000 W', 'Longitud': '160 mm', 'Modular': 'Semi'}","The Rosewill RBR1000-M is a 1000W ATX power supply that boasts an 80+ Bronze efficiency rating, ensuring a balance between performance and energy consumption. At a length of 160 mm, it fits well into standard cases, making it a versatile option for various builds. The semi-modular design allows for a degree of customization in cable management, though it cannot be classified as fully modular, as it still comes with some fixed cables.",https://m.media-amazon.com/images/I/51+eRqH0IYL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '502.02 £.'}}"
https://pc-builds.com/es/parts/power-supply/RdHqGA/super-flower-leadex-vii-xg-850w,Super Flower LEADEX VII XG  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The Super Flower LEADEX VII XG 850W power supply is designed with a standard ATX form factor and boasts an impressive 80+ Gold efficiency rating, ensuring high performance and energy savings. With a wattage of 850W, it provides ample power for demanding system configurations. The unit measures 150 mm in length, making it compact enough for various cases while maintaining sufficient cooling thermal requirements.",https://m.media-amazon.com/images/I/51FmG+L2g5L._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '219.98 €.'}}"
https://pc-builds.com/es/parts/power-supply/hMCZNz/be-quiet-dark-power-pro-13-1300w,be quiet! Dark Power Pro 13  1300W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Titanium', 'Potencia': '1,300 W', 'Longitud': '175 mm', 'Modular': 'Full'}","The be quiet! Dark Power Pro 13 1300W power supply features an ATX form factor, accommodating various cases and setups. It boasts an impressive 80+ Titanium efficiency rating, ensuring optimal energy usage and minimizing waste heat. With a wattage of 1,300 W, it delivers ample power for high-performance systems, supporting significant power demands without compromise. The length of the unit is 175 mm, which provides good compatibility with a range of cases.",https://m.media-amazon.com/images/I/51-h-ezy7WL._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '376.88 €.'}}"
https://pc-builds.com/es/parts/power-supply/8XGoa4/kolink-kl-sfx350-350w,KOLINK KL-SFX350  350W,"{'Factor de forma': 'SFX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '350 W', 'Longitud': '100 mm', 'Modular': 'No'}","The KOLINK KL-SFX350 is a compact power supply unit designed in an SFX form factor, measuring 100 mm in length. With a wattage output of 350W, it is suitable for small form factor builds that demand reliable power in a limited space. Its efficiency rating is 80+ Bronze, which indicates improved energy efficiency compared to lower-rated units, helping to minimize energy loss during operation.",https://m.media-amazon.com/images/I/51lF5BEiJiL._SL500_.jpg,N/A
https://pc-builds.com/es/parts/power-supply/FKZXJ6/enermax-revolution-d-f-2-850w,Enermax REVOLUTION D.F. 2  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The Enermax REVOLUTION D.F. 2 850W power supply unit adheres to the ATX form factor, allowing compatibility with a variety of cases. It boasts an efficiency rating of 80+ Gold, indicating high performance in terms of energy conversion, thereby reducing electricity costs and heat output. With a length of 140 mm, this unit is moderately sized, fitting well within standard chassis while ensuring effective airflow within the system.",https://m.media-amazon.com/images/I/51R69yfbPUL._SL500_.jpg,"{'Nuevos': {'Cantidad': 4, 'Precio': '122.80 €.'}, 'Utilizados': {'Cantidad': 2, 'Precio': '89.60 €.'}}"
https://pc-builds.com/es/parts/power-supply/3YLdDY/thermaltake-smart-se-530w,Thermaltake Smart SE  530W,"{'Factor de forma': 'ATX', 'Potencia': '530 W', 'Longitud': '160 mm', 'Modular': 'Semi'}","The Thermaltake Smart SE 530W power supply adheres to the ATX form factor, making it compatible with a wide range of cases. With a nominal output of 530 watts, it provides sufficient power for mid-range systems, while its length of 160 mm ensures it fits comfortably within standard ATX cases. This power supply features a semi-modular design, allowing users to connect only the necessary cables, which can help reduce clutter and improve airflow.",https://m.media-amazon.com/images/I/51sC4irT4UL._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '85.98 €.'}}"
https://pc-builds.com/es/parts/power-supply/msMwHP/silverstone-sst-tx300-300w,Silverstone SST-TX300  300W,"{'Factor de forma': 'TFX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '300 W', 'Longitud': '175 mm', 'Modular': 'No'}","The Silverstone SST-TX300 is a 300W power supply unit designed in a TFX form factor, making it suitable for compact or space-constrained builds. It boasts an 80+ Bronze efficiency rating, ensuring decent energy efficiency and performance. With a length of 175 mm, it fits easily into smaller cases, albeit lacking modularity features, which means all cables are fixed and must be managed within the case.",https://m.media-amazon.com/images/I/41yDIY1rf7L._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '76.12 €.'}}"
https://pc-builds.com/es/parts/power-supply/7xHqGA/super-flower-leadex-vii-xg-1300w,Super Flower LEADEX VII XG  1300W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '1,300 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The Super Flower LEADEX VII XG 1300W power supply comes in an ATX form factor, which is compatible with a wide array of cases and systems. With an 80+ Gold efficiency rating, it ensures efficient power conversion, minimizing energy loss and promoting lower electricity bills. Measuring 150 mm in length, it fits comfortably within standard build environments. Its full modular design allows users to connect only the cables they need, facilitating better airflow and cable management.",https://m.media-amazon.com/images/I/51FmG+L2g5L._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '289.98 €.'}}"
https://pc-builds.com/es/parts/power-supply/rbyHph/apevia-premier-650w,Apevia Premier  650W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '650 W', 'Longitud': '160 mm', 'Modular': 'Semi'}","The Apevia Premier 650W power supply features an ATX form factor, making it compatible with a wide range of computer cases. It boasts an efficiency rating of 80+ Gold, ensuring that it operates efficiently and helps to reduce electricity costs while providing consistent power delivery. With a wattage of 650 W, this power supply is suitable for mid-range to high-end builds, supporting a variety of components without significant load.",https://m.media-amazon.com/images/I/51YPQPp7z0S._SL500_.jpg,"{'Nuevos': {'Cantidad': 2, 'Precio': '85.93 $.'}}"
https://pc-builds.com/es/parts/power-supply/nhC4ol/msi-mpg-a850g-pcie5-850w,MSI MPG A850G PCIE5  850W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Gold', 'Potencia': '850 W', 'Longitud': '150 mm', 'Modular': 'Full'}","The MSI MPG A850G PCIE5 850W power supply comes in an ATX form factor, making it compatible with a wide range of computer cases. With a wattage of 850W and an efficiency rating of 80+ Gold, it ensures energy efficiency and reliable power delivery for high-performance systems. The dimensions are compact at 150 mm in length, allowing it to fit into tighter spaces without compromising on performance.",https://m.media-amazon.com/images/I/51HHCw2F-tL._SL500_.jpg,"{'Nuevos': {'Cantidad': 25, 'Precio': '120.78 €.'}, 'Utilizados': {'Cantidad': 14, 'Precio': '103.93 €.'}}"
https://pc-builds.com/es/parts/power-supply/QGrn5e/silverstone-strider-platinum-s-1000w,Silverstone Strider Platinum S  1000W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Platinum', 'Potencia': '1,000 W', 'Longitud': '140 mm', 'Modular': 'Full'}","The Silverstone Strider Platinum S 1000W is an ATX form factor power supply that provides 1,000 watts of total power. It boasts an impressive 80+ Platinum efficiency rating, ensuring it operates with minimal energy waste and heat generation. Measuring 140 mm in length, this power supply is designed to fit into a variety of cases while maintaining ease of installation.",https://m.media-amazon.com/images/I/41V1ukPwvFL._SL500_.jpg,"{'Nuevos': {'Cantidad': 5, 'Precio': '196.35 €.'}}"
https://pc-builds.com/es/parts/power-supply/HHRhdT/be-quiet-system-power-9-700-cm-700w,be quiet! System Power 9 700 CM  700W,"{'Factor de forma': 'ATX', 'Calificación de eficiencia': '80+ Bronze', 'Potencia': '700 W', 'Longitud': '140 mm', 'Modular': 'Semi'}","The be quiet! System Power 9 700 CM is an ATX form factor power supply that delivers a robust 700 W of power, making it suitable for mid-range to high-end systems. It features an 80+ Bronze efficiency rating, ensuring effective energy consumption with less waste, which is beneficial for both performance and cost savings over time. The unit has a relatively compact length of 140 mm, fitting comfortably into most standard cases.",https://m.media-amazon.com/images/I/41U7D3F9tEL._SL500_.jpg,"{'Nuevos': {'Cantidad': 1, 'Precio': '267.88 $.'}, 'Utilizados': {'Cantidad': 2, 'Precio': '84.81 €.'}}"
